filename,fecha_de_radicacion,has_unredacted,unredacted_vars,unredacted_values,sbp_application,county,state,country,mailing_county,mailing_state,mail_country,taxable_year_end,total_net_worth,identification_type,income_interest_exempt,income_interest_nonexempt,income_dividends_exempt,income_dividends_nonexempt,income_capital_gains_exempt,income_capital_gains_nonexempt,income_wages_exempt,income_wages_nonexempt,income_other_income_exempt,income_other_income_nonexempt,does_grantee_own_a_home_in_puerto_rico_or_does_he/she_rent_it,primary_property_value,monthly_rent_pay,real_estate_municipality,n_nonprimary_real_estate,does_grantee_have_assets_located_in_puerto_rico,previous_reporting_year,current_reporting_year,asset_type_financial_previous_reporting_year,asset_type_financial_current_reporting_year,asset_type_financial_difference,asset_type_real_estate_previous_reporting_year,asset_type_real_estate_current_reporting_year,asset_type_real_estate_difference,asset_type_privately_held_business_previous_reporting_year,asset_type_privately_held_business_current_reporting_year,asset_type_privately_held_business_difference,asset_type_other_previous_reporting_year,asset_type_other_current_reporting_year,asset_type_other_difference,n_business,business_type_1,business_decree_1,business_type_2,business_decree_2,business_type_3,business_decree_3,business_type_4,business_decree_4,business_type_5,business_decree_5,business_type_6,business_decree_6,n_hh,days_in_pr,expenditure_in_pr,charity_in_pr,total_amount_donated,inicial
2022-RepAct22-007151_Redacted.pdf,2022-01-27 18:06:37.039,FALSE,NA,NA,No,Carolina,REDACTED,USA,Carolina,Puerto Rico,USA,REDACTED,From 10 to 25 million,ssn,0,0,253535,0,0,0,0,21080,37270,0,Own,2100000,NA,NA,1,TRUE,2019,2020,1e+05,225000,125000,2100000,2100000,0,133151,231146,97995,0,0,0,1,Telecommunication,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,365,125000,Yes,5000,NA
2022-RepAct22-007171_Redacted.pdf,2022-01-31 12:41:50.249,FALSE,NA,NA,true,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,REDACTED,Less than 1 million,Social Security Number,990,0,8351,0,0,0,2250,0,0,0,Own,7e+05,NA,NA,0,TRUE,2019,2020,0,850000,850000,0,350000,350000,0,250000,250000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,323,50000,Yes,5000,NA
2022-RepAct22-007172_Redacted.pdf,2022-02-02 14:01:10.558,FALSE,NA,NA,No,Humacao,Puerto Rico,USA,Humacao,Puerto Rico,USA,REDACTED,From 1 to 5 million,Social Security Number,516,0,1867873,0,0,0,0,129503,29956,0,Own,2e+06,NA,NA,0,TRUE,2018,2019,371227,22239,-348988,575000,2e+06,1425000,6050,6050,0,0,0,0,1,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,330,44500,No,NA,NA
2022-RepAct22-007173_Redacted.pdf,2022-02-01 10:55:39.687,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,REDACTED,From 5 to 10 million,ssn,0,250000,0,50000,3e+06,0,0,0,0,15000,Own,9e+05,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,270,2e+05,No,NA,NA
2022-RepAct22-007191_Redacted.pdf,2022-01-13 15:41:48.017,TRUE,date_of_decree,01-01-2019,No,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2020,From 5 to 10 million,Social Security Number,0,0,250000,0,0,0,0,84000,0,0,Own,575000,NA,NA,0,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,298,2e+05,Yes,5000,NA
2022-RepAct22-007211_Redacted.pdf,2022-02-03 18:30:10.331,FALSE,NA,NA,true,Río Grande,Puerto Rico,USA,Río Grande,Puerto Rico,USA,REDACTED,From 1 to 5 million,Social Security Number,9445,0,6696,0,98217,0,0,154300,0,3843003,Own,949000,NA,NA,1,TRUE,2019,2020,568862,1137725,568863,855375,1286500,431125,7339796,14679593,7339797,88810,177620,88810,1,Financial,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,257,50000,Yes,5000,NA
2022-RepAct22-007213_Redacted.pdf,2022-02-03 21:43:02.315,FALSE,NA,NA,true,Río Grande,REDACTED,USA,Río Grande,Puerto Rico,USA,REDACTED,Less than 1 million,Social Security Number,0,0,0,0,0,0,0,0,0,0,Rent,NA,1,Río Grande,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,340,1000,Yes,10000,NA
2022-RepAct22-007214_Redacted.pdf,2022-02-04 12:10:52.248,FALSE,NA,NA,No,Río Grande,Puerto Rico,USA,RIO GRANDE,Puerto Rico,USA,REDACTED,From 5 to 10 million,ssn,67,0,336687,0,0,0,0,0,13147,3424,Own,4e+05,NA,NA,0,TRUE,2019,2020,625000,625000,0,4e+05,4e+05,0,8651878,7900812,-751066,15000,15000,0,3,INVESTMENTS,FALSE,INVESTMENTS,FALSE,INVESTMENTS,FALSE,NA,NA,NA,NA,NA,NA,1,250,20000,No,NA,NA
2022-RepAct22-007215_Redacted.pdf,2022-02-04 12:25:44.062,FALSE,NA,NA,No,Río Grande,Puerto Rico,USA,RIO GRANDE,Puerto Rico,USA,REDACTED,From 5 to 10 million,ssn,67,0,336687,0,0,0,0,0,12859,3424,Own,4e+05,NA,NA,0,TRUE,2019,2020,625000,625000,0,4e+05,4e+05,0,8651878,7900812,-751066,15000,15000,0,3,INVESTMENTS,FALSE,INVESTMENTS,FALSE,INVESTMENTS,FALSE,NA,NA,NA,NA,NA,NA,1,250,20000,No,NA,NA
2022-RepAct22-007220_Redacted.pdf,2022-02-04 13:48:56.579,FALSE,NA,NA,true,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,REDACTED,From 1 to 5 million,ssn,13151,0,44,0,398491,0,0,89775,53909,4051,Own,450000,NA,NA,0,TRUE,2019,2020,10000,10000,0,450000,450000,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,339,82000,Yes,5000,NA
2022-RepAct22-007231_Redacted.pdf,2022-02-05 11:02:50.25,FALSE,NA,NA,true,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,REDACTED,From 5 to 10 million,Social Security Number,14,0,1419,0,7856,0,0,50000,0,14077,Rent,NA,5000,San Germán,0,TRUE,2019,2020,0,150000,150000,0,0,0,0,2320,2320,0,50000,50000,1,REDACTED,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,288,250000,Yes,5000,NA
2022-RepAct22-007252_Redacted.pdf,2022-02-08 17:19:12.408,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,REDACTED,Less than 1 million,Social Security Number,0,0,0,0,0,0,0,344508,0,0,Own,515000,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,350,201210,No,NA,NA
2022-RepAct22-007253_Redacted.pdf,2022-02-08 17:33:52.384,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,REDACTED,Less than 1 million,Social Security Number,0,0,0,0,0,0,0,501852,0,0,Own,515000,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,350,188842,No,NA,NA
2022-RepAct22-007254_Redacted.pdf,2022-02-08 17:59:00.476,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,REDACTED,Less than 1 million,Social Security Number,200,26,0,0,0,0,0,571501,0,0,Own,515000,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,350,73032,No,NA,NA
2022-RepAct22-007255_Redacted.pdf,2022-02-08 18:15:36.233,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,REDACTED,Less than 1 million,Social Security Number,200,130,0,0,0,3376,0,614336,0,0,Own,515000,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Health Industry,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,350,87876,No,NA,NA
2022-RepAct22-007256_Redacted.pdf,2022-02-10 15:41:37.067,FALSE,NA,NA,true,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,REDACTED,More than 100 million,Social Security Number,456,0,1378194,0,171409,0,0,55150,0,857614,Own,3e+06,NA,NA,0,TRUE,2019,2020,0,10050000,10050000,0,3e+06,3e+06,0,100,100,0,1e+05,1e+05,1,CONSULTING SERVICES,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,267,25000,Yes,5000,NA
2022-RepAct22-007257_Redacted.pdf,2022-03-10 14:34:04.867,FALSE,NA,NA,true,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,REDACTED,From 1 to 5 million,Social Security Number,0,0,0,0,93638,1683319,0,5769,0,3849,Own,2600000,NA,NA,0,TRUE,2019,2020,250000,2e+05,-50000,2600000,2600000,0,1e+05,1e+05,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,30000,Yes,5000,NA
2022-RepAct22-007258_Redacted.pdf,2022-03-10 16:54:08.887,FALSE,NA,NA,true,Denver,REDACTED,USA,Dorado,Puerto Rico,USA,REDACTED,From 1 to 5 million,Social Security Number,162,0,28,0,870,0,0,0,7852,1045,Own,2600000,NA,NA,0,TRUE,2019,2020,250000,2e+05,-50000,2600000,2600000,0,1e+05,1e+05,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,30000,Yes,5000,NA
2022-RepAct22-007271_Redacted.pdf,2022-02-11 09:54:37.998,FALSE,NA,NA,No,San Juan,REDACTED,USA,SAN JUAN,Puerto Rico,USA,REDACTED,Less than 1 million,ssn,0,0,0,0,0,0,180192.39,0,0,0,Rent,NA,1,San Juan,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,190,25000,No,NA,NA
2022-RepAct22-007272_Redacted - 2.pdf,2022-03-01 14:33:32.148,FALSE,NA,NA,No,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,REDACTED,From 25 to 50 million,Social Security Number,7315,0,5579,0,22817697,0,0,0,0,176764,Own,5e+06,NA,NA,2,TRUE,2019,2020,1200000,1500000,3e+05,2200000,12500000,10300000,250000,250000,0,1e+05,1e+05,0,1,INVESTMENT MANAGEMENT,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,320,3200000,Yes,3500,NA
2022-RepAct22-007272_Redacted.pdf,2022-03-01 14:33:32.148,FALSE,NA,NA,No,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,REDACTED,From 25 to 50 million,Social Security Number,7315,0,5579,0,22817697,0,0,0,0,176764,Own,5e+06,NA,NA,2,TRUE,2019,2020,1200000,1500000,3e+05,2200000,12500000,10300000,250000,250000,0,1e+05,1e+05,0,1,INVESTMENT MANAGEMENT,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,320,3200000,Yes,3500,NA
2022-RepAct22-007276_Redacted.pdf,2022-02-18 16:44:44.33,FALSE,NA,NA,true,Carolina,REDACTED,USA,San Juan,Puerto Rico,USA,REDACTED,Less than 1 million,ssn,3770,0,108420,0,0,0,0,70769,0,7433,Rent,NA,4000,Carolina,2,TRUE,2018,2019,0,0,0,425000,765000,340000,0,0,0,0,0,0,1,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,215,1e+05,Yes,5000,NA
2022-RepAct22-007276_Redacted1.pdf,2022-02-18 16:44:44.33,FALSE,NA,NA,true,Carolina,REDACTED,USA,San Juan,Puerto Rico,USA,REDACTED,Less than 1 million,ssn,3770,0,108420,0,0,0,0,70769,0,7433,Rent,NA,4000,Carolina,2,TRUE,2018,2019,0,0,0,425000,765000,340000,0,0,0,0,0,0,1,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,215,1e+05,Yes,5000,NA
2022-RepAct22-007294_Redacted.pdf,2022-03-17 11:12:27.793,FALSE,NA,NA,No,Carolina,REDACTED,USA,Carolina,Puerto Rico,USA,31-12-2020,Less than 1 million,Social Security Number,664,0,205364,0,0,0,0,10633,0,0,Own,4e+05,NA,NA,0,TRUE,2019,2020,125435,192000,66565,350000,450000,1e+05,24752,72000,47248,0,0,0,1,Business Consulting,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,304,50000,Yes,5000,NA
2022-RepAct22-007295_Redacted.pdf,2022-04-06 11:22:03.251,FALSE,NA,NA,No,Dorado,REDACTED,USA,Dorado,Puerto Rico,USA,31-12-2020,Less than 1 million,Social Security Number,48,0,2419860,0,8377557,0,0,130000,0,0,Own,2800000,NA,NA,0,TRUE,2019,2020,0,0,0,2500000,2500000,0,4400000,3300000,1100000,120000,120000,0,1,Consulting Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,106,1e+05,Yes,10000,NA
2022-RepAct22-007351_Redacted.pdf,2022-02-24 09:56:58.245,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2019,From 5 to 10 million,Social Security Number,50441,0,764,0,0,0,0,60000,0,1359491,Own,8e+05,NA,NA,0,TRUE,2018,2019,25000,20000,-5000,750000,8e+05,50000,7235012,7823101,588089,0,0,0,1,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,60000,Yes,5000,NA
2022-RepAct22-007352_Redacted.pdf,2022-02-24 09:53:02.723,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2020,From 10 to 25 million,Social Security Number,70972,29342,32838,0,32653,0,0,60000,0,4226468,Own,1e+06,NA,NA,0,TRUE,2019,2020,20000,30000,10000,8e+05,1e+06,2e+05,7823101,9451095,1627994,0,0,0,2,Services,TRUE,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,267,60000,Yes,5000,NA
2022-RepAct22-007353_Redacted.pdf,2022-02-24 13:42:34.867,FALSE,NA,NA,true,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2020,More than 100 million,Social Security Number,217899.5,0,134446,0,0,0,0,217266,19476187,0,Rent,NA,5000,San Juan,0,TRUE,2019,2020,33700,39032,5332,2408000,4932000,2524000,2408361,5395578,2987217,0,0,0,1,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,195,150000,Yes,5000,NA
2022-RepAct22-007371_Redacted.pdf,2022-03-03 09:08:07.128,FALSE,NA,NA,No,Rincón,REDACTED,USA,Rincón,Puerto Rico,USA,31-12-2020,Less than 1 million,Social Security Number,4481,0,118,0,152208,0,0,0,0,13186,Own,225000,NA,NA,0,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,365,54000,No,NA,NA
2022-RepAct22-007374_Redacted.pdf,2022-02-24 14:07:43.272,FALSE,NA,NA,true,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2020,More than 100 million,Social Security Number,217899.5,0,134446,0,0,0,0,225600,19476187,0,Rent,NA,5000,San Juan,0,TRUE,2019,2020,33700,39032,5332,2408000,4932000,2524000,2408361,5395578,2987217,0,0,0,1,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,195,150000,Yes,5000,NA
2022-RepAct22-007375_Redacted.pdf,2022-02-28 10:59:27.728,FALSE,NA,NA,true,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2019,More than 100 million,Social Security Number,217064.5,0,3837910,0,0,0,0,37500,3884270,0,Rent,NA,5000,San Juan,0,TRUE,2018,2019,750,33700,32950,0,2408000,2408000,2225716,2408361,182645,0,0,0,1,Services,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,195,150000,No,NA,NA
2022-RepAct22-007435_Redacted.pdf,2022-03-23 21:14:27.528,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2020,From 5 to 10 million,Social Security Number,11,0,10152785,0,11935500,288000,0,25600,1800,47650,Rent,NA,10000,San Juan,0,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Service,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,183,50000,No,NA,NA
2022-RepAct22-007451_Redacted.pdf,2022-03-21 18:15:07.723,FALSE,NA,NA,No,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2020,From 50 to 75 million,Social Security Number,25354,0,5366552,0,15662002,0,0,0,1724212,634794,Own,3258115,NA,NA,0,TRUE,2019,2020,0,423090,423090,3258115,3900000,641885,23161890,24791642,1629752,1e+05,1e+05,0,1,REDACTED,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,300,50000,Ye,10000,NA
2022-RepAct22-007471_Redacted.pdf,2022-03-04 15:42:03.021,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2018,From 50 to 75 million,ssn,194997,0,596910,0,11723324,3565,0,0,0,78025,Own,3300000,NA,NA,0,TRUE,2017,2018,3559949,3087997,-471952,3300000,3300000,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,195,120000,Yes,43000,NA
2022-RepAct22-007491_Redacted.pdf,2022-03-06 16:07:29.786,FALSE,NA,NA,No,San Juan,Puerto Rico,USA,San Juan,Puerto Rico,USA,31-12-2019,From 50 to 75 million,ssn,76855.5,0,934608.5,0,7982830.5,45,0,0,0,44614,Own,3300000,NA,NA,0,TRUE,2018,2019,3087977,1429180,-1658797,3300000,3300000,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,211,45500,Ye,26000,NA
2022-RepAct22-007493_Redacted.pdf,2022-03-07 13:02:10.475,FALSE,NA,NA,true,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2020,Less than 1 million,Social Security Number,0,0,0,0,0,0,0,0,0,0,Own,6030000,NA,NA,0,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,REDACTED,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,No,NA,NA
2022-RepAct22-007494_Redacted.pdf,2022-04-05 12:00:49.936,FALSE,NA,NA,true,Dorado,REDACTED,USA,Dorado,Puerto Rico,USA,31-12-2020,Less than 1 million,Social Security Number,0,0,0,0,0,0,0,0,0,0,Own,6030000,NA,NA,0,NA,NA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,REDACTED,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,No,NA,NA
2022-RepAct22-007511_Redacted.pdf,2022-05-02 11:31:52.435,FALSE,NA,NA,true,Vega Alta,REDACTED,USA,VEGA ALTA,Puerto Rico,USA,31-12-2021,From 1 to 5 million,ssn,47,0,217,0,198041,0,0,0,0,0,Own,265000,NA,NA,0,TRUE,2020,2021,2165000,2119000,-46000,0,132500,132500,0,0,0,11000,10000,-1000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,335,80000,Yes,5000,NA
2022-RepAct22-007512_Redacted.pdf,2022-05-04 12:25:22.815,FALSE,NA,NA,true,Arecibo,REDACTED,USA,Arecibo,Puerto Rico,USA,31-12-2020,From 5 to 10 million,Social Security Number,215391,0,120001,0,5273207,0,0,285000,0,0,Own,380000,NA,NA,0,TRUE,2019,2020,0,6845231,6845231,0,985000,985000,0,0,0,0,79450,79450,1,REDACTED,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,126,110000,Yes,5000,NA
2022-RepAct22-007531_Redacted.pdf,2022-03-10 01:34:38.807,TRUE,business_decree_number_1,14-20-S-063,No,Carolina,REDACTED,USA,Carolina,Puerto Rico,USA,31-12-2018,From 5 to 10 million,Social Security Number,0,0,156336,0,0,0,0,0,0,0,Own,775000,NA,NA,0,TRUE,2017,2018,20000,25000,5000,1122000,1122000,0,51152,69700,18548,0,0,0,1,REDACTED,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,207,70000,No,NA,NA
2022-RepAct22-007552_Redacted.pdf,2022-05-02 11:51:58.33,FALSE,NA,NA,true,Vega Alta,REDACTED,USA,NA,NA,NA,NA,From 1 to 5 million,ssn,47,0,217,0,198040,0,0,0,0,0,Own,265000,NA,NA,0,TRUE,2020,2021,150000,375000,225000,0,132500,132500,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,335,80000,Yes,5000,NA
2022-RepAct22-007572_Redacted.pdf,2022-03-17 17:11:03.337,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2020,Less than 1 million,Social Security Number,515,0,32,0,0,0,0,0,343451,0,Rent,NA,5500,San Juan,0,TRUE,2019,2020,0,0,0,0,0,0,0,107038,107038,0,0,0,1,REDACTED,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,183,70000,No,NA,NA
2022-RepAct22-007611_Redacted.pdf,2022-03-23 10:23:57.425,FALSE,NA,NA,true,Guaynabo,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2021,More than 100 million,ssn,0,0,0,0,705015,0,0,0,0,0,Own,250000,NA,NA,0,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,REDACTED,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,268,1e+05,Yes,5000,NA
2022-RepAct22-007612_Redacted.pdf,2022-03-16 15:25:50.049,FALSE,NA,NA,No,Aguadilla,REDACTED,USA,Rincón,Puerto Rico,USA,31-12-2016,Less than 1 million,Social Security Number,0,500,0,1880,0,0,0,0,0,2513,Rent,NA,500,Cabo Rojo,0,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,365,12012,No,NA,NA
2022-RepAct22-007651_Redacted.pdf,2022-03-24 10:18:41.457,FALSE,NA,NA,No,Vega Alta,REDACTED,USA,Dorado,Puerto Rico,USA,31-12-2020,Less than 1 million,Social Security Number,470,0,21,0,8504,0,0,60000,0,0,Rent,NA,3000,Vega Alta,0,TRUE,2019,2020,950000,7e+05,250000,0,0,0,0,0,0,0,0,0,1,REDACTED,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,365,50000,No,NA,NA
2022-RepAct22-007654_Redacted.pdf,2022-04-05 09:45:57.222,FALSE,NA,NA,No,San Juan,REDACTED,USA,San Juan,Puerto Rico,USA,31-12-2020,From 1 to 5 million,Social Security Number,2073,0,1746,0,537294,0,0,140300,0,0,Rent,NA,4000,San Juan,1,TRUE,2019,2020,10000,1e+06,990000,0,1e+06,1e+06,0,0,0,15000,15000,0,1,REDACTED,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,353,1e+05,No,NA,NA
2022-RepAct22-007655_Redacted.pdf,2022-03-18 15:33:33.504,FALSE,NA,NA,true,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2019,Less than 1 million,Social Security Number,0,0,0,0,26188,0,0,0,0,0,Rent,NA,6000,Dorado,0,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,REDACTED,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,70000,Yes,5000,NA
2022-RepAct22-007656_Redacted.pdf,2022-03-18 16:01:20.186,FALSE,NA,NA,true,Dorado,Puerto Rico,USA,Dorado,Puerto Rico,USA,31-12-2019,Less than 1 million,Social Security Number,0,0,0,0,26188,0,0,0,0,0,Rent,NA,13000,Dorado,0,NA,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,REDACTED,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,211,1100000,Yes,5000,NA
2022-RepAct22-007657_Redacted.pdf,2022-03-21 09:11:36.965,FALSE,NA,NA,No,Carolina,REDACTED,USA,Carolina,Puerto Rico,USA,31-12-2017,From 5 to 10 million,Social Security Number,0,0,322300,0,0,0,0,0,0,0,Own,775000,NA,NA,0,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,210,70000,No,NA,NA
2022-RepAct22-007733_Redacted.pdf,2022-03-24 16:01:39.266,FALSE,NA,NA,No,Humacao,REDACTED,USA,Carolina,Puerto Rico,USA,31-12-2021,Less than 1 million,Social Security Number,0,0,25027,0,0,0,0,30000,0,0,Rent,NA,2475,Carolina,0,NA,NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,REDACTED,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,293,90000,Yes,5000,NA
